"id","code","name"
edu_name_object_343,241389964,APU-RIMAC
edu_name_object_344,140337915,ARGENTINA
edu_name_object_345,241124767,ART NOUVEAU
edu_name_object_346,241114651,"ARTE, NEGOCIO Y TECNOLOGIA-ESANTEC"
edu_name_object_347,141065499,ARTURO SABROSO MONTOYA
edu_name_object_348,241066018,ARZOBISPO LOAYZA
edu_name_object_349,141167220,ASCOPE
edu_name_object_350,240702803,ASESORIA DE EMPRESAS COMERCIALES ADEC
edu_name_object_351,141314061,ASHANINKA
edu_name_object_352,140734103,ATALAYA
edu_name_object_353,241185743,ATENEO DEMOSTENES
edu_name_object_354,140757229,AUCARA
edu_name_object_355,241026533,AUGUSTO SALAZAR BONDY
edu_name_object_356,141058742,AURAHUA
edu_name_object_357,241468040,AVIA
edu_name_object_358,141180801,AYABACA
edu_name_object_359,140716779,AYAVIRI
edu_name_object_360,140745034,BAGUA
edu_name_object_361,140678433,BAMBAMARCA
edu_name_object_362,140760900,BELLAVISTA
edu_name_object_363,240780502,BENJAMIN FRANKLIN
edu_name_object_364,241123710,BETA COMPUTER
edu_name_object_365,241528603,BILL GATES
edu_name_object_366,241003763,BITEC
edu_name_object_367,241124379,BLAISE PASCAL
edu_name_object_368,241528587,BLUE RIBBON INTERNATIONAL CUSCO
edu_name_object_369,140724500,BOLIVAR
edu_name_object_370,241124627,BORJE LANGEFORDS
edu_name_object_371,241351964,BOULANGER
edu_name_object_372,241351576,BUENAVENTURA MESTANZA MORI
edu_name_object_373,141316520,CABANA
edu_name_object_374,140606541,CAJAMARCA
edu_name_object_375,241351972,CAMISEA
edu_name_object_376,141016401,CANCHAQUE
edu_name_object_377,240931543,CANCHIS
edu_name_object_378,140736256,CANIPACO
edu_name_object_379,141232610,CANTA
edu_name_object_380,141065531,CAÑETE
edu_name_object_381,140510784,CAP FAP JOSE ABELARDO QUIÑONES 
edu_name_object_382,141101633,CARHUAZ
edu_name_object_383,241236843,CARLOS AUGUSTO SALAVERRY RAMIREZ
edu_name_object_384,141065572,CARLOS CUETO FERNANDINI
edu_name_object_385,141604206,CARLOS LABORDE
edu_name_object_386,140815092,CARLOS MALPICA RIVAROLA
edu_name_object_387,140359729,CARLOS SALAZAR ROMERO
edu_name_object_388,241062371,CASA TALLER MEDIO AMBIENTE Y DESARROLLO
edu_name_object_389,140891804,CASTILLA
edu_name_object_390,141058155,CASTROVIRREYNA
edu_name_object_391,140563619,CATALINA BUENDIA DE PECHO
edu_name_object_392,240815159,CATOLICA DE CUSCO
edu_name_object_393,240695445,CAYETANO HEREDIA - AREQUIPA
edu_name_object_394,240702894,CAYETANO HEREDIA -CHICLAYO
edu_name_object_395,240605188,CAYETANO HEREDIA DE LIMA
edu_name_object_396,241387349,CCAPAC
edu_name_object_397,141385095,CEFOP CAJAMARCA
edu_name_object_398,241385079,CEFOP LA LIBERTAD
edu_name_object_399,241231877,CELACIT-LATINOAMERICANO DE CIENCIAS Y TECNOLOGIA
edu_name_object_400,241351501,CELENDIN
edu_name_object_401,241315647,CENFOMIN - CENTRO DE FORMACION EN MINERIA
edu_name_object_402,141124601,CENFOTUR-CENTRO DE FORMACION EN TURISMO
edu_name_object_403,241123447,CENTRO DE ALTOS ESTUDIOS DE LA MODA - CEAM 
edu_name_object_404,241203132,CENTRO DE ESTUDIOS DE ALTA MONTAÑA
edu_name_object_405,241595438,CENTRO DE FORMACION AGRICOLA - TACNA
edu_name_object_406,141355692,CENTRO DE FORMACION AGRICOLA MOQUEGUA
edu_name_object_407,141206630,CENTRO DE FORMACION PROFESIONAL BINACIONAL
edu_name_object_408,241302629,CENTRO DE INSTRUCCION DE AVIACION CIVIL CORPAC
edu_name_object_409,241468222,CENTRO DE INVESTIGACION PARA EL DESARROLLO TECNOLOGICO-CIDET
edu_name_object_410,241114487,CENTRO DE INVESTIGACION Y CAPACITACION TECNOLOGICA-CICAT 
edu_name_object_411,241468149,CENTRO DE LA IMAGEN
edu_name_object_412,241249598,CENTRO DE PROMOCIÓN RURAL E INTEGRAL-CEPRORUI
edu_name_object_413,241367135,CENTRO DE PSICOTERAPIA PSICOANALITICA DE LIMA
edu_name_object_414,241468214,CENTRO PERUANO DE ESTUDIOS BANCARIOS-CEPEBAN
edu_name_object_415,241153550,CEPEA-ALTO AMAZONAS
edu_name_object_416,240702696,CEPEA-LIMA
edu_name_object_417,140697979,CESAR AUGUSTO GUARDIA MAYORGA
edu_name_object_418,240695486,CESCA AREQUIPA
edu_name_object_419,241115609,CESCA-LIMA
edu_name_object_420,241140227,CESDE (CENTRO DE ENSEÑANZA SUPERIOR PARA EL DESARROLLO)
edu_name_object_421,241468081,CESSAG
edu_name_object_422,241528736,CETURGH PERU
edu_name_object_423,241468396,CEVATEC-LIMA
edu_name_object_424,241320027,CEVATUR - IQUITOS
edu_name_object_425,241203553,CEVATUR- AREQUIPA
edu_name_object_426,240814657,CEVATUR ICA
edu_name_object_427,240702688,CEVATUR PERU
edu_name_object_428,241175009,CEVATUR TRUJILLO
edu_name_object_429,241183391,CEVATUR-CHICLAYO ( ALTOS ESTUDIOS TURISTICOS)
edu_name_object_430,240921866,CEVATUR-HUANCAYO
edu_name_object_431,141384478,CHACAS
edu_name_object_432,141203520,CHALA
edu_name_object_433,141365865,CHALAMARCA
edu_name_object_434,141328970,CHALHUAHUACHO
edu_name_object_435,140930024,CHALHUANCA
edu_name_object_436,241239466,CHAMINADE MARIANISTAS
edu_name_object_437,240393702,CHAN CHAN
edu_name_object_438,141124957,CHANCAY
edu_name_object_439,241185784,CHARLES ASHBEE
edu_name_object_440,241115419,CHARLES CHAPLIN
edu_name_object_441,240702811,CHICLAYO
edu_name_object_442,141412212,CHILLIA
edu_name_object_443,140517664,CHINCHA
edu_name_object_444,241391721,CHIO LECCA
edu_name_object_445,140757211,CHIPAO
edu_name_object_446,140723841,CHOCOPE
edu_name_object_447,141391747,CHOJATA
edu_name_object_448,140814871,CHONGOYAPE
edu_name_object_449,140678425,CHOTA
edu_name_object_450,241195676,CHRISTIAN BARNARD-CALLAO
edu_name_object_451,240921767,CHRISTIAN BARNARD-CONCEPCION
edu_name_object_452,141390004,CHUPA
edu_name_object_453,141375310,CHUPACA
edu_name_object_454,140815068,CHUQUIBAMBA
edu_name_object_455,140803908,CHURCAMPA
edu_name_object_456,241305556,CIBERNET UTCUBAMBA
edu_name_object_457,241182823,CIBERNET-CHICLAYO
edu_name_object_458,241612753,CIBERNETICA Y TECNOLOGÍA
edu_name_object_459,241123314,CIBERTEC
edu_name_object_460,241395185,"CIENCIA, TECNOLOGIA Y DEPORTE-CITED"
edu_name_object_461,241600469,CIENCIAS DE LA SALUD
edu_name_object_462,240695460,CIENCIAS TECNOLOGICAS DE AREQUIPA
edu_name_object_463,240724518,CIMA
edu_name_object_464,240898452,CIMAC DEL SUR
edu_name_object_465,241027622,CIPRODA
edu_name_object_466,241124338,CIRO ALEGRIA
edu_name_object_467,141158385,CIUDAD ETEN
edu_name_object_468,140932384,CLORINDA MATTO DE TURNER
edu_name_object_469,140817510,COLONIA DEL CACO
edu_name_object_470,241113778,COLUMBIA
edu_name_object_471,241232735,COMPLEJO HOSPITALARIO SAN PABLO
edu_name_object_472,241222041,COMPUTER G & L
edu_name_object_473,241421759,COMPUTER MASTER
edu_name_object_474,241635317,COMPUTRON CAJAMARCA
edu_name_object_475,241114974,COMPUTRON -LIMA
edu_name_object_476,241345107,COMPUTRONIC TECH-AREQUIPA
edu_name_object_477,241065937,COMPUTRONIC TECH-LIMA
edu_name_object_478,241124353,CONDORAY
edu_name_object_479,140803981,CONTAMANA
